Title,Note,URL,Comment
牛たん けやき 麻布十番店,,https://www.google.com/maps/place/%E7%89%9B%E3%81%9F%E3%82%93+%E3%81%91%E3%82%84%E3%81%8D+%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E5%BA%97/data=!4m2!3m1!1s0x60188b9b260e3a9b:0x66abe93bfbab97b6,
ハンバーグとはんばーぐ,"Tiktok

https://vt.tiktok.com/ZSNQbvn3u/",https://www.google.com/maps/place/%E3%83%8F%E3%83%B3%E3%83%90%E3%83%BC%E3%82%B0%E3%81%A8%E3%81%AF%E3%82%93%E3%81%B0%E3%83%BC%E3%81%90/data=!4m2!3m1!1s0x60188dadf22b88f3:0x752e69279dd40258,
EDW yellow 渋谷,"Hamburg omurice

https://vt.tiktok.com/ZSF8dTnBa/",https://www.google.com/maps/place/EDW+yellow+%E6%B8%8B%E8%B0%B7/data=!4m2!3m1!1s0x60188ca834ce534b:0x33c39b274de10547,
浅草牛光,https://vt.tiktok.com/ZSNT4S2Tm/,https://www.google.com/maps/place/%E6%B5%85%E8%8D%89%E7%89%9B%E5%85%89/data=!4m2!3m1!1s0x60188fa947576661:0x7ab4db5caffd52fd,
