Title,Note,URL,Comment
ソジュハンザン３号店 POCHA,"Kpop club? Tiktok

https://vt.tiktok.com/ZSF6HC22r/",https://www.google.com/maps/place/%E3%82%BD%E3%82%B8%E3%83%A5%E3%83%8F%E3%83%B3%E3%82%B6%E3%83%B3%EF%BC%93%E5%8F%B7%E5%BA%97+POCHA/data=!4m2!3m1!1s0x60188d7122f0b691:0x3913c660443067f2,
ZEROTOKYO,,https://www.google.com/maps/place/ZEROTOKYO/data=!4m2!3m1!1s0x60188ddc54c6791f:0xfde3573f1668cad8,
MOGRA,Anime music?,https://www.google.com/maps/place/MOGRA/data=!4m2!3m1!1s0x60188ea71928307d:0xe49b9244dc37e180,
THE 超 PINK,,https://www.google.com/maps/place/THE+%E8%B6%85+PINK/data=!4m2!3m1!1s0x6000e703e303081b:0x5d8dd5ac899f83a3,
Club Camelot Night Club,,https://www.google.com/maps/place/Club+Camelot+Night+Club/data=!4m2!3m1!1s0x60188ca8eb5092bb:0xf534d01900e882c7,
Atom Tokyo,,https://www.google.com/maps/place/Atom+Tokyo/data=!4m2!3m1!1s0x60188caa122d0481:0x5261f787f67350d2,
WOMB,,https://www.google.com/maps/place/WOMB/data=!4m2!3m1!1s0x60188caa14bf5541:0x47a02a52c7050543,
TK SHIBUYA,,https://www.google.com/maps/place/TK+SHIBUYA/data=!4m2!3m1!1s0x60188ca900bed58b:0x9afa368e452f3281,
