Title,Note,URL,Comment
ジンギスカン羊はち 永福町店,,https://www.google.com/maps/place/%E3%82%B8%E3%83%B3%E3%82%AE%E3%82%B9%E3%82%AB%E3%83%B3%E7%BE%8A%E3%81%AF%E3%81%A1+%E6%B0%B8%E7%A6%8F%E7%94%BA%E5%BA%97/data=!4m2!3m1!1s0x6018f30adf1b57e9:0x9830c60ddacfe337,
大衆ジンギスカン酒場 ラムちゃん 有楽町店,Genghis khan,https://www.google.com/maps/place/%E5%A4%A7%E8%A1%86%E3%82%B8%E3%83%B3%E3%82%AE%E3%82%B9%E3%82%AB%E3%83%B3%E9%85%92%E5%A0%B4+%E3%83%A9%E3%83%A0%E3%81%A1%E3%82%83%E3%82%93+%E6%9C%89%E6%A5%BD%E7%94%BA%E5%BA%97/data=!4m2!3m1!1s0x60188babde1e755d:0xc602d16fb50bb71,
銀座焼肉 にく﨑,Went with Daniel's and claudia,https://www.google.com/maps/place/%E9%8A%80%E5%BA%A7%E7%84%BC%E8%82%89+%E3%81%AB%E3%81%8F%EF%A8%91/data=!4m2!3m1!1s0x60188bd2033ef615:0xdf00ce682d7e202b,
和牛焼肉 よりとも,,https://www.google.com/maps/place/%E5%92%8C%E7%89%9B%E7%84%BC%E8%82%89+%E3%82%88%E3%82%8A%E3%81%A8%E3%82%82/data=!4m2!3m1!1s0x60195fd979628a09:0xf908d4d73b6ca382,
芝浦食肉 池袋東口店,Motsu yaki place went with isi group and vic,https://www.google.com/maps/place/%E8%8A%9D%E6%B5%A6%E9%A3%9F%E8%82%89+%E6%B1%A0%E8%A2%8B%E6%9D%B1%E5%8F%A3%E5%BA%97/data=!4m2!3m1!1s0x60188d6839c6fea9:0x1bab6cd82ceb393b,
和牛焼肉 土古里 新宿NOWAビル店,Yakiniku large seating went with ko noel and andre,https://www.google.com/maps/place/%E5%92%8C%E7%89%9B%E7%84%BC%E8%82%89+%E5%9C%9F%E5%8F%A4%E9%87%8C+%E6%96%B0%E5%AE%BFNOWA%E3%83%93%E3%83%AB%E5%BA%97/data=!4m2!3m1!1s0x60188cd09d4dff1f:0xc7c09293aaba2c1a,
牛角 渋谷3rd店,,https://www.google.com/maps/place/%E7%89%9B%E8%A7%92+%E6%B8%8B%E8%B0%B73rd%E5%BA%97/data=!4m2!3m1!1s0x60188ca876a8b651:0x49da9f35067d956c,
