Title,Note,URL,Comment
日本茶専門店 東京繁田園茶舗 阿佐ヶ谷本店,Houjicha monaka,https://www.google.com/maps/place/%E6%97%A5%E6%9C%AC%E8%8C%B6%E5%B0%82%E9%96%80%E5%BA%97+%E6%9D%B1%E4%BA%AC%E7%B9%81%E7%94%B0%E5%9C%92%E8%8C%B6%E8%88%97+%E9%98%BF%E4%BD%90%E3%83%B6%E8%B0%B7%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x6018f271b5ee0721:0x31dfaa1e859d1d02,
コールド·ストーン·クリーマリー 原宿店,Omotesando Went with Kevin,https://www.google.com/maps/place/%E3%82%B3%E3%83%BC%E3%83%AB%E3%83%89%C2%B7%E3%82%B9%E3%83%88%E3%83%BC%E3%83%B3%C2%B7%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%9E%E3%83%AA%E3%83%BC+%E5%8E%9F%E5%AE%BF%E5%BA%97/data=!4m2!3m1!1s0x60188d7b345ccabb:0x20355e71b01e81b8,
21時にアイス 赤羽店,Went with yx and sophia,https://www.google.com/maps/place/21%E6%99%82%E3%81%AB%E3%82%A2%E3%82%A4%E3%82%B9+%E8%B5%A4%E7%BE%BD%E5%BA%97/data=!4m2!3m1!1s0x60189300681f50b7:0x46f5ae243378ab49,
ソルビン 新大久保本店,Bingsuu,https://www.google.com/maps/place/%E3%82%BD%E3%83%AB%E3%83%93%E3%83%B3+%E6%96%B0%E5%A4%A7%E4%B9%85%E4%BF%9D%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60188df4b79059cb:0x9b6ffa219bf617eb,
アイスは別腹 渋谷店,Great ice cream,https://www.google.com/maps/place/%E3%82%A2%E3%82%A4%E3%82%B9%E3%81%AF%E5%88%A5%E8%85%B9+%E6%B8%8B%E8%B0%B7%E5%BA%97/data=!4m2!3m1!1s0x60188b51522402eb:0xbb299fdb8aa56687,
ななや青山店,,https://www.google.com/maps/place/%E3%81%AA%E3%81%AA%E3%82%84%E9%9D%92%E5%B1%B1%E5%BA%97/data=!4m2!3m1!1s0x60188b5f20f9d365:0xfd79f7e97c7d2459,
