Title,Note,URL,Comment
Shangri-La's secret ROPPONGI,2025/02/04 isi group mushroom hotpot,https://www.google.com/maps/place/Shangri-La's+secret+ROPPONGI/data=!4m2!3m1!1s0x60188b829fe58687:0xe4b36d6c385645a0,
木村屋本店 横浜鶴屋町,Motsunabe Went with Yuji Yui Haruno,https://www.google.com/maps/place/%E6%9C%A8%E6%9D%91%E5%B1%8B%E6%9C%AC%E5%BA%97+%E6%A8%AA%E6%B5%9C%E9%B6%B4%E5%B1%8B%E7%94%BA/data=!4m2!3m1!1s0x60185c117a5ac3bf:0x57bbbc32560739b6,
しゃぶしゃぶ温野菜 高田馬場店,Went with yuxiao didnt get buffet but was still like 3k pp probs just get buffet next time,https://www.google.com/maps/place/%E3%81%97%E3%82%83%E3%81%B6%E3%81%97%E3%82%83%E3%81%B6%E6%B8%A9%E9%87%8E%E8%8F%9C+%E9%AB%98%E7%94%B0%E9%A6%AC%E5%A0%B4%E5%BA%97/data=!4m2!3m1!1s0x60188d385db38941:0xc2246feca85a1a6c,
海底撈火鍋 新宿店,"24th bday with cherry, veronica also treated me just before i injured myself xd",https://www.google.com/maps/place/%E6%B5%B7%E5%BA%95%E6%92%88%E7%81%AB%E9%8D%8B+%E6%96%B0%E5%AE%BF%E5%BA%97/data=!4m2!3m1!1s0x60188d350768c02f:0xe74c54edad7d8f36,
MO-MO-PARADISE 渋谷センター街店,Went here (formerly nabezo) with laurahx and daniel,https://www.google.com/maps/place/MO-MO-PARADISE+%E6%B8%8B%E8%B0%B7%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E8%A1%97%E5%BA%97/data=!4m2!3m1!1s0x60188ca972add42f:0x52f4fcf4878ea589,
火鍋 小肥羊 渋谷店 しゃおふぇいやん,,https://www.google.com/maps/place/%E7%81%AB%E9%8D%8B+%E5%B0%8F%E8%82%A5%E7%BE%8A+%E6%B8%8B%E8%B0%B7%E5%BA%97+%E3%81%97%E3%82%83%E3%81%8A%E3%81%B5%E3%81%87%E3%81%84%E3%82%84%E3%82%93/data=!4m2!3m1!1s0x60188ca9a6d8a7ff:0x631290d27dd0b6db,
